Time        Displacement        Load
sec        mm        kN
75.45507813        0.59072522        13.22569434
75.5546875        0.591201882        13.25132617
75.65429688        0.593854405        13.2664668
75.75390625        0.594775425        13.27945703
75.85351563        0.594763085        13.29552246
75.953125        0.596002385        13.30677051
76.05273438        0.594496261        13.33949512
76.15234375        0.598738436        13.34348438
76.25195313        0.599328196        13.35668555
76.3515625        0.599305553        13.37150684
76.45117188        0.599709398        13.37893262
76.55078125        0.600947009        13.41740723
76.65039063        0.601576525        13.42679395
76.75        0.600704167        13.43930957
76.84960938        0.604407862        13.4701582
76.94921875        0.605519454        13.46884863
77.04882813        0.605052861        13.48851855
77.1484375        0.606167829        13.49949023
77.24804688        0.607647875        13.5096748
77.34765625        0.608605042        13.53987109
77.44726563        0.609475304        13.54610938
77.546875        0.612004253        13.5665166
77.64648438        0.61297504        13.57502344
77.74609375        0.61485864        13.59750977
77.84570313        0.614754565        13.62179297
77.9453125        0.614745717        13.61761914
78.04492188        0.615305384        13.6544248
78.14453125        0.615739205        13.6436543
78.24414063        0.616117788        13.67412305
78.34375        0.620135805        13.6720293
78.44335938        0.61661785        13.69087695
78.54296875        0.620408566        13.71942676
78.64257813        0.621547166        13.71633203
78.7421875        0.623015629        13.75692773
78.84179688        0.623333734        13.76030957
78.94140625        0.623723201        13.77000488
79.04101563        0.625898654        13.79868555
79.140625        0.624518725        13.79459766
79.24023438        0.628537382        13.8174873
79.33984375        0.629155547        13.83600391
79.43945313        0.628735055        13.84530664
79.5390625        0.630232564        13.8800127
79.63867188        0.630449795        13.8759707
79.73828125        0.631902716        13.89690039
79.83789063        0.633187476        13.91212207
79.9375        0.635839999        13.93334766
80.03710938        0.633804186        13.94258691
80.13671875        0.635931559        13.95636816
80.23632813        0.63714874        13.9776875
80.3359375        0.637928955        13.97899707
80.43554688        0.638367841        14.00855957
80.53515625        0.638783502        14.01066602
80.63476563        0.640237413        14.01864453
80.734375        0.640874496        14.05400488
80.83398438        0.642228406        14.06025293
80.93359375        0.642881263        14.06751855
81.03320313        0.643508334        14.09284961
81.1328125        0.644761836        14.09533789
81.23242188        0.646207889        14.1242832
81.33203125        0.646803819        14.11908594
81.43164063        0.647680019        14.15085742
81.53125        0.649910769        14.1610625
81.63085938        0.648882531        14.16410938
81.73046875        0.651318987        14.20458496
81.83007813        0.652112067        14.19291016
81.9296875        0.652902003        14.22101172
82.02929688        0.653760857        14.22266699
82.12890625        0.654738164        14.22929102
82.22851563        0.655545155        14.27044727
82.328125        0.658111763        14.26547461
82.42773438        0.656484568        14.2992832
82.52734375        0.656632998        14.3047627
82.62695313        0.660085352        14.3173623
82.7265625        0.660170219        14.33663184
82.82617188        0.661097583        14.33364551
82.92578125        0.663238228        14.38076855
83.02539063        0.661857019        14.36574707
83.125        0.662834966        14.38251855
83.22460938        0.665711763        14.40127832
83.32421875        0.665508967        14.41450391
83.42382813        0.666856708        14.43141699
83.5234375        0.668216962        14.44093262
